user_id,group,converted,revenue_usd,day
0,control,0,23.917229936756303,4
1,control,0,20.959772185206017,3
2,control,0,57.0073038656466,2
3,control,0,2.5898065749128123,18
4,control,0,46.13994636766559,17
5,control,0,81.94528501612035,16
6,control,0,6.029719764595164,14
7,control,0,460.1541147764555,16
8,control,0,117.25033072564,16
9,control,0,418.2370799221875,6
10,control,1,115.73625071591665,6
11,control,0,103.67542835645,6
12,control,0,591.7828351832455,14
13,control,0,434.059919381311,1
14,control,0,1110.3544732839987,20
15,control,0,50.09573207117491,1
16,control,0,18.320495413199506,18
17,control,1,10.627400943896866,8
18,control,0,13.928414005759343,8
19,control,0,166.92720517410623,17
20,control,0,3603.068828757071,1
21,control,0,579.9209376305532,14
22,control,0,46.08857935640008,11
23,control,0,190.4809816353547,12
24,control,0,26.30876585130277,13
25,control,0,28.88150791603143,13
26,control,1,12.786129084214977,3
27,control,0,14.129454577372073,3
28,control,0,138.8096536209099,14
29,control,0,557.8115993425388,8
30,control,0,287.62316003504685,13
31,control,0,537.2570246643282,1
32,control,0,195.5285020420744,12
33,control,0,57.31224011498869,5
34,control,0,27.43190615841133,9
35,control,1,143.34887726864827,2
36,control,0,4.857654599695032,14
37,control,0,24.36687752178602,4
38,control,0,18.51455351304041,21
39,control,0,389.9918252688966,9
40,control,0,7.641735525316566,17
41,control,0,243.324062431506,12
42,control,0,107.8917791912992,7
43,control,0,109.88803892643934,8
44,control,1,29.925283340651255,1
45,control,0,6.720380987111745,16
46,control,0,127.79265535985553,8
47,control,0,227.88062015224898,13
48,control,0,127.19569905876915,19
49,control,0,48.61599693573848,13
50,control,0,10.947581598089169,10
51,control,0,23.69805050991513,12
52,control,0,118.55329582330229,7
53,control,0,18.44614514128292,13
54,control,0,14.253560075503438,21
55,control,0,6.890102301633588,8
56,control,0,134.67333538859273,6
57,control,0,130.49086919967,9
58,control,0,340.7780636680102,20
59,control,0,2.420233018017414,13
60,control,0,349.9505676899653,19
61,control,0,320.6064597112517,9
62,control,0,369.8052047285418,20
63,control,0,72.19892459986815,18
64,control,0,84.15718364869187,18
65,control,0,83.56836459657303,21
66,control,0,15.340466732681604,20
67,control,0,16.349961826474196,11
68,control,0,84.65800193620858,8
69,control,0,41.5267206967461,2
70,control,0,176.6486655949116,17
71,control,0,35.347065347656375,10
72,control,0,6.66560353774428,15
73,control,0,7.149155078868154,1
74,control,0,19.261290826514404,2
75,control,0,179.32395736588938,7
76,control,0,27.690955629892667,5
77,control,0,94.41584392637235,13
78,control,0,4.91153755789102,5
79,control,0,76.9425136178324,21
80,control,0,63.858766761594076,11
81,control,0,359.71252156380734,10
82,control,0,76.0480712115014,12
83,control,0,189.48324783414603,2
84,control,0,1117.2375209529644,12
85,control,1,64.0619436542739,7
86,control,0,602.2654036023539,19
87,control,0,72.67105057873367,19
88,control,0,27.07460890361992,2
89,control,0,51.26589638750833,13
90,control,0,28.21875301051001,5
91,control,0,29.788724394304072,16
92,control,0,25.528122290902587,19
93,control,0,38.28175482490433,2
94,control,0,175.23378091554252,12
95,control,0,4.702504592563226,20
96,control,0,92.82335081208468,1
97,control,0,72.2649855525311,9
98,control,0,481.3634584679796,2
99,control,0,34.865395126585724,2
100,control,0,329.49209415200596,21
101,control,1,16.612427827908025,19
102,control,0,30.49324922494964,14
103,control,0,112.72878030395323,17
104,control,0,150.15264828369533,5
105,control,0,40.53851042920621,21
106,control,0,84.29001596201498,8
107,control,0,47.156734709238336,20
108,control,0,197.76300916931655,13
109,control,0,48.42963036511267,19
110,control,0,43.18895648496023,1
111,control,0,266.91077196067306,18
112,control,0,82.71353055382731,3
113,control,0,164.43102235731828,14
114,control,0,2560.227167005725,5
115,control,1,3.0716136201276614,10
116,control,0,12.920329302918377,4
117,control,0,15.004148141465269,12
118,control,0,16.770898286302838,19
119,control,0,510.14765507307084,4
120,control,0,1.1043933255119045,11
121,control,1,124.27551403683734,7
122,control,0,6.055232651895366,5
123,control,0,62.69982243197941,21
124,control,0,89.04109687767121,4
125,control,1,234.96419081626954,15
126,control,0,40.51660889925846,17
127,control,0,46.541318086503686,20
128,control,0,2.789156988676873,16
129,control,0,1844.9612156330338,16
130,control,0,95.54913605475106,10
131,control,0,116.53365964981047,16
132,control,0,301.73628296747523,14
133,control,0,54.5339313151775,15
134,control,0,113.95340209936982,10
135,control,0,176.44704440006683,2
136,control,0,6.605247869647407,1
137,control,0,133.74665907824755,9
138,control,1,1356.6172305767402,2
139,control,0,829.0250102925327,7
140,control,0,600.7005847614826,20
141,control,0,1059.7560718100306,9
142,control,0,9.121280724583695,13
143,control,0,27.45884749506258,12
144,control,0,15.376693395441341,6
145,control,0,11414.8431744961,7
146,control,0,86.99791523419995,19
147,control,0,7.232676539143511,15
148,control,0,11.559394128529979,6
149,control,1,70.856992289252,17
150,control,0,7.8113667469096395,5
151,control,0,995.2799805037332,10
152,control,0,197.50783064024347,15
153,control,0,96.50840633633914,5
154,control,0,12.423555934216473,18
155,control,0,8.317982895871639,6
156,control,0,101.87537811358101,11
157,control,0,74.15661274844645,3
158,control,0,8.801877800243867,4
159,control,0,55.657838928024425,3
160,control,0,55.87306433906838,1
161,control,0,182.56361590504443,17
162,control,0,1421.6847600526032,21
163,control,0,2.6663559088785993,14
164,control,0,200.69015348946564,5
165,control,0,21.226685460818622,14
166,control,0,113.55788580372457,4
167,control,0,73.41027916114486,6
168,control,0,127.76609471387346,9
169,control,0,9.349800933436743,20
170,control,0,258.38014381573595,14
171,control,0,64.15401529811348,10
172,control,0,486.67640787969316,13
173,control,0,657.6483887435137,14
174,control,0,86.07817143198493,20
175,control,0,266.3556387514928,4
176,control,0,233.94000090865416,19
177,control,0,449.4664163282531,7
178,control,0,403.2184938447221,20
179,control,0,10.527830031742246,10
180,control,0,91.59273204041115,20
181,control,0,7.519522885472584,11
182,control,0,27.581279391809648,7
183,control,0,29.311905373652618,12
184,control,0,145.13372539043445,18
185,control,0,42.723836890635674,8
186,control,0,47.49175035400257,16
187,control,0,270.08205111467504,15
188,control,0,225.68487700383568,1
189,control,0,91.28102016701523,15
190,control,0,185.6296867191354,10
191,control,0,159.00118618947988,9
192,control,0,1149.7255419932785,15
193,control,0,44.11629469139734,17
194,control,0,19.53211022092919,16
195,control,0,81.92828907328217,21
196,control,0,14.504243975333848,10
197,control,0,34.746393228262015,16
198,control,0,118.53205088800019,5
199,control,0,28.18997734292504,1
200,control,0,42.856419785654914,4
201,control,0,40.06675632125803,8
202,control,0,31.502851456241455,2
203,control,0,11.6498343562065,2
204,control,0,275.4348083842078,8
205,control,0,471.12241150963695,12
206,control,0,251.49427224350157,13
207,control,0,248.16680607549424,19
208,control,0,32.344825913658546,5
209,control,0,78.47879539367318,18
210,control,0,18.74524296297721,18
211,control,0,49.29363434846489,3
212,control,0,56.32417645246071,7
213,control,0,7.5558145201802045,5
214,control,0,73.56881487139424,1
215,control,0,27.214175682706113,18
216,control,0,89.82322999852126,7
217,control,0,42.40898331466996,3
218,control,0,101.45611704093099,19
219,control,0,171.86096945943422,9
220,control,0,9.20671396576218,3
221,control,0,37.35935155311358,3
222,control,0,22.82881994598125,13
223,control,0,353.35685532732464,13
224,control,0,770.2197467955733,19
225,control,0,64.30464744754681,7
226,control,0,110.69176061213429,3
227,control,0,6.612947717619067,11
228,control,0,95.07256726191903,21
229,control,0,40.929560822038034,1
230,control,0,463.04801885300634,2
231,control,0,42.89562748560587,9
232,control,0,17.621266542669414,3
233,control,0,8.050995583903429,5
234,control,0,79.16906235950583,4
235,control,1,26.704761784233966,8
236,control,0,374.6303532135271,17
237,control,0,156.0012912480604,6
238,control,0,51.85983906796072,17
239,control,0,154.61002048765516,20
240,control,0,824.5185139326412,17
241,control,0,10.592390506384884,14
242,control,0,23.274696047811265,6
243,control,0,1110.4066236083568,17
244,control,0,19.459845656001054,4
