user_id,group,converted,revenue_usd,day
0,control,0,8.879215366129609,4
1,control,0,231.04388048041986,25
2,control,0,16.337478690898124,13
3,control,0,149.84854379763516,18
4,control,0,98.29839338705762,9
5,control,0,21.15657760134652,8
6,control,0,81.35011344082743,6
7,control,0,66.2753048292672,21
8,control,1,132.6857786335872,19
9,control,0,55.13341491272038,16
10,control,0,30.014942797,1
11,control,0,218.86535402151532,15
12,control,0,107.46557068612604,6
13,control,0,20.65721361448157,10
14,control,0,36.17243874073651,5
15,control,0,212.65278209049885,8
16,control,0,270.0025891092288,1
17,control,0,36.09471316078935,13
18,control,0,80.24320329066683,26
19,control,0,68.92806892211249,16
20,control,0,11.936992697193608,17
21,control,0,82.41335484628317,7
22,control,0,3.3778296578013527,15
23,control,0,133.17515079495715,24
24,control,1,83.51255096168015,14
25,control,0,1.1841656429673402,26
26,control,0,14.043883319337992,28
27,control,0,5.400075568067957,17
28,control,0,13.061157179164383,25
29,control,0,52.48088924660887,23
30,control,0,361.66893922073893,7
31,control,0,83.11998286137192,24
32,control,0,28.33685312919356,14
33,control,0,105.7339245872769,8
34,control,0,94.05738038089348,13
35,control,0,253.654043177657,1
36,control,0,122.13018194027512,4
37,control,0,45.00192931707853,11
38,control,0,7.333822531076133,9
39,control,0,225.78638373254222,19
40,control,0,38.51539587272898,22
41,control,0,15.388886251555904,4
42,control,1,4.1324383459743395,1
43,control,0,11.252087387914234,19
44,control,0,72.44602502107956,19
45,control,0,28.013756686519244,19
46,control,0,146.9557708859724,11
47,control,0,312.13766853837836,6
48,control,0,3.4493003128239277,25
49,control,0,13.179382343381642,7
50,control,0,52.79442632108347,23
51,control,0,264.10990630146284,1
52,control,0,16.356752193274144,15
53,control,1,58.59060453664091,25
54,control,0,12.0801806573058,4
55,control,0,40.40974773608173,13
56,control,0,52.744450527859414,24
57,control,0,30.26572739267874,12
58,control,1,319.02838442873946,1
59,control,0,186.47531118027186,8
60,control,0,30.477579843514814,25
61,control,1,32.691277840357046,21
62,control,0,116.34454272106787,23
63,control,0,47.32846977899623,11
64,control,0,45.38423107306095,10
65,control,0,19.600811218525465,2
66,control,1,91.70404082781992,17
67,control,0,20.743625799608214,28
68,control,0,20.73577943590652,13
69,control,0,63.24282859611264,27
70,control,0,52.91006685583171,22
71,control,0,46.55142905313489,9
72,control,0,5.064456472987721,16
73,control,0,59.47879760798953,28
74,control,0,4.0199145434943295,17
75,control,0,152.43923204820672,10
76,control,0,23.005673088873124,17
77,control,0,54.096056261854756,20
78,control,0,22.26111668074957,10
79,control,0,64.67304659576013,22
80,control,0,10.527086803141408,14
81,control,1,412.08476602466305,15
82,control,0,19.60941985748829,9
83,control,0,127.90227008470292,2
84,control,0,11.73271353043446,14
85,control,0,27.90642345219419,21
86,control,0,18.17383474669088,7
87,control,0,21.831800854641305,28
88,control,0,74.27055015708378,4
89,control,0,78.32700086838942,13
90,control,0,72.90417549765861,22
91,control,0,15.69403607798007,22
92,control,0,52.22515738233262,4
93,control,1,16.188256822855866,4
94,control,0,259.72243110768306,9
95,control,0,14.722648756693495,11
96,control,0,25.370347139960003,1
97,control,0,47.92677607224793,13
98,control,0,13.122701740151946,21
99,control,0,95.61720359577413,27
100,control,0,170.1876095590707,25
101,control,1,15.489419441452496,9
102,control,0,19.797760136613274,25
103,control,0,187.31701182019373,18
104,control,0,53.1786661219125,7
105,control,0,34.31150076692047,14
106,control,0,17.911607681037623,26
107,control,0,28.705008634386946,24
108,control,0,37.49649347223063,17
109,control,0,96.29359029022368,18
110,control,0,44.55499866667153,1
111,control,0,14.996226808483778,9
112,control,0,23.869408256805954,10
113,control,0,11.685491589218097,16
114,control,0,38.132313895244515,11
115,control,0,668.4919384516928,21
116,control,0,873.4504426595012,4
117,control,0,66.20302202465194,24
118,control,0,6.151228974839831,19
119,control,0,135.81499509543164,8
120,control,0,99.55515376808445,3
121,control,0,1123.7791329367312,22
122,control,0,48.886548607333204,4
123,control,1,26.837980671109346,8
124,control,0,13.48824101492176,23
125,control,0,119.93057058134376,12
126,control,0,35.67903068282128,5
127,control,0,32.872920793086024,3
128,control,0,24.435203780635227,5
129,control,0,626.4648767097054,4
130,control,0,27.256041873188988,24
131,control,0,103.60002031405762,11
132,control,1,77.8421851834975,21
133,control,0,3.1029342098035877,26
134,control,0,636.44310653211,26
135,control,0,4.838618728066677,16
136,control,0,15.160724425354093,21
137,control,0,24.298871454212897,18
138,control,0,18.72233355240307,25
139,control,0,33.95964185461469,6
140,control,0,17.700251842216876,27
141,control,0,227.68501851966235,16
142,control,0,90.83727103165492,1
143,control,0,21.22395857292337,19
144,control,0,16.37926142603819,20
145,control,0,22.693615485274954,16
146,control,0,15.085703571330187,10
147,control,0,10.604323591235055,26
148,control,0,137.3455159131299,14
149,control,0,27.988965139676512,18
150,control,0,71.81694093089752,13
151,control,0,48.32951949076895,27
152,control,0,254.5500808557313,13
153,control,0,130.89461140163473,26
154,control,0,68.99777844089654,15
155,control,0,702.3423292190735,4
156,control,0,19.179148037444374,18
157,control,0,35.68512703803476,15
158,control,0,97.88045033703791,6
159,control,0,123.12476930763731,10
160,control,0,15.573194769594283,15
161,control,0,42.9184777256334,25
162,control,0,45.9085949591629,1
163,control,0,732.6701607201927,5
164,control,0,98.96878112697826,9
165,control,0,163.51235185856717,27
166,control,0,28.044617896729026,23
